timestamp,value,yhat,upper,lower
2013-12-02 22:10:00,79.50815854,79.14267309787569,107.38740856796774,51.014778676140914
2013-12-02 22:15:00,79.30203285,79.15663182514254,109.13048979360963,53.140588162159446
2013-12-02 22:20:00,80.80262407,79.16912142935888,104.89048699934281,55.00539499433409
2013-12-02 22:25:00,80.37778929,79.18026570110487,106.14586270813757,49.5175935466671
2013-12-02 22:30:00,80.47923735,79.1901904427464,109.32545942758846,49.711468562500855
2013-12-02 22:35:00,81.42356028,79.19902243131257,106.60933760433959,52.41591863949764
2013-12-02 22:40:00,81.37357535,79.20688839515641,108.05653313734703,53.84498555596769
2013-12-02 22:45:00,81.69094215,79.2139140128452,103.20784513418585,49.95039029645478
2013-12-02 22:50:00,80.18124978,79.2202229416279,105.63879270326385,51.97186641119584
2013-12-02 22:55:00,81.76717835,79.22593588298898,105.00622711770986,51.51929878876506
2013-12-02 23:00:00,81.25978065,79.23116969227524,106.22606569934992,49.66877514099999
2013-12-02 23:05:00,80.30293653,79.23603653901509,105.9096622266311,52.44734263317932
2013-12-02 23:10:00,81.11459031,79.2406431240044,106.47852034316435,50.88022407136588
2013-12-02 23:15:00,81.74810877,79.2450899587659,107.12824767103363,54.46155184036843
2013-12-02 23:20:00,81.99460747,79.24947071248671,105.74510404241279,53.64492570642861
2013-12-02 23:25:00,81.2580527,79.25387163081385,106.57957352847755,51.20203309021103
2013-12-02 23:30:00,83.11803871,79.25837103032295,105.48300179268284,51.251240306140076
2013-12-02 23:35:00,81.24702121,79.26303887202143,106.95196542433254,52.59022321550737
2013-12-02 23:40:00,82.73586941,79.26793641603481,104.87295267437139,51.99797652099466
2013-12-02 23:45:00,81.72332602,79.27311595962831,105.13951858409254,51.471460064796645
2013-12-02 23:50:00,81.56235567,79.27862065951746,105.77735947041971,52.6143216366751
2013-12-02 23:55:00,81.43553422,79.28448443881224,106.98149705097444,54.77455317633672
2013-12-03 00:00:00,81.90815592,79.29073197841453,106.29433916998727,53.820712319245544
2013-12-03 00:05:00,82.45575098,79.297378791817,106.10505805708071,52.66560030152663
2013-12-03 00:10:00,83.02758267,79.30443138154334,105.83324945616383,51.39308085290021
2013-12-03 00:15:00,83.36235646,79.31188747499165,106.23559354076723,53.591684543589466
2013-12-03 00:20:00,81.88701566,79.31973633666367,106.21715260407925,49.6750713867806
2013-12-03 00:25:00,82.88189183,79.3279591529323,108.21495405048329,53.66227089018349
2013-12-03 00:30:00,83.57965349,79.33652948547352,107.76688885736172,52.769161410572984
