timestamp,value,yhat,upper,lower
2013-12-02 21:15:00,73.96732207,89.40824624,,
2013-12-02 21:20:00,74.93588199999998,89.40824624,,
2013-12-02 21:25:00,76.12416182,89.40824624,,
2013-12-02 21:30:00,78.14070732,89.40824624,,
2013-12-02 21:35:00,79.32983574,89.40824624,,
2013-12-02 21:40:00,78.71041827,89.40824624,,
2013-12-02 21:45:00,80.26978421,89.40824624,,
2013-12-02 21:50:00,80.27282792,89.40824624,,
2013-12-02 21:55:00,80.35342468,89.40824624,,
2013-12-02 22:00:00,79.48652315,89.40824624,,
2013-12-02 22:05:00,80.78327674,89.40824624,,
2013-12-02 22:10:00,79.50815854,89.40824624,,
2013-12-02 22:15:00,79.30203285,89.40824624,,
2013-12-02 22:20:00,80.80262407,89.40824624,,
2013-12-02 22:25:00,80.37778929,89.40824624,,
2013-12-02 22:30:00,80.47923735,89.40824624,,
2013-12-02 22:35:00,81.42356028,89.40824624,,
2013-12-02 22:40:00,81.37357535,89.40824624,,
2013-12-02 22:45:00,81.69094215,89.40824624,,
2013-12-02 22:50:00,80.18124978,89.40824624,,
2013-12-02 22:55:00,81.76717835,89.40824624,,
2013-12-02 23:00:00,81.25978065,89.40824624,,
2013-12-02 23:05:00,80.30293653,89.40824624,,
2013-12-02 23:10:00,81.11459031,89.40824624,,
2013-12-02 23:15:00,81.74810877,89.40824624,,
2013-12-02 23:20:00,81.99460747,81.3073190344,,
2013-12-02 23:25:00,81.2580527,81.5214118274,,
2013-12-02 23:30:00,83.11803871,81.7287494184,,
2013-12-02 23:35:00,81.24702121,81.8932503978,,
2013-12-02 23:40:00,82.73586941,82.021553128,,
2013-12-02 23:45:00,81.72332602,82.1103791452,,
2013-12-02 23:50:00,81.56235567,82.2421375924,,
2013-12-02 23:55:00,81.43553422,82.3447448264,,
2013-12-03 00:00:00,81.90815592,82.441434319,,
2013-12-03 00:05:00,82.45575098,82.533846959,,
2013-12-03 00:10:00,83.02758267,82.6528733364,,
2013-12-03 00:15:00,83.36235646,82.73390460419999,,
2013-12-03 00:20:00,81.88701566,82.8426845988,,
2013-12-03 00:25:00,82.88189183,82.98001632200001,,
2013-12-03 00:30:00,83.57965349,83.0914882122,,
2013-12-03 00:35:00,83.76141298,83.2107757964,,
2013-12-03 00:40:00,82.30991906,83.3335747246,,
2013-12-03 00:45:00,83.05136903,83.43113373259999,,
2013-12-03 00:50:00,83.26333638,83.5350969758,,
2013-12-03 00:55:00,84.09700706,83.6310132238,,
2013-12-03 01:00:00,83.5464428,83.77779196739999,,
2013-12-03 01:05:00,83.48998999,83.8826300828,,
2013-12-03 01:10:00,83.43534304,83.9967627216,,
2013-12-03 01:15:00,85.18336642,84.16317722040002,,
2013-12-03 01:20:00,85.34462435,84.31287399699998,,
2013-12-03 01:25:00,84.67196172,84.46677047060001,,
2013-12-03 01:30:00,85.30276155,84.58659137359999,,
2013-12-03 01:35:00,84.34921079,84.75654210019998,,
2013-12-03 01:40:00,84.55584383,84.8702327884,,
2013-12-03 01:45:00,83.77113659999998,85.03988955819999,,
2013-12-03 01:50:00,85.29834063,85.18957415300001,,
2013-12-03 01:55:00,85.40014591,85.3439523398,,
2013-12-03 02:00:00,85.10730255,85.52284335619999,,
2013-12-03 02:05:00,84.97405668,85.712129766,,
2013-12-03 02:10:00,85.43784202,85.86442142940001,,
2013-12-03 02:15:00,84.83484013,86.03111119360001,,
2013-12-03 02:20:00,84.94715827,86.20111916600001,,
2013-12-03 02:25:00,86.16861901,86.3399189252,,
2013-12-03 02:30:00,86.37621858,86.53607144419999,,
2013-12-03 02:35:00,86.3421685,86.6906783754,,
2013-12-03 02:40:00,86.61918376,86.84620759540002,,
2013-12-03 02:45:00,86.30151068,86.99336484179999,,
2013-12-03 02:50:00,86.57173751,87.1927260726,,
2013-12-03 02:55:00,86.48675455,87.3703919712,,
2013-12-03 03:00:00,87.52018696,87.5303935254,,
2013-12-03 03:05:00,87.00908412,87.66911679460001,,
2013-12-03 03:10:00,86.96641259,87.80902368679999,,
2013-12-03 03:15:00,88.62366147,87.92556637239998,,
2013-12-03 03:20:00,88.59942914,88.02903219699999,,
2013-12-03 03:25:00,89.44293245,88.08553706499998,,
2013-12-03 03:30:00,87.98565262,88.138393262,,
2013-12-03 03:35:00,89.75558903,88.197409277,,
2013-12-03 03:40:00,88.80257312,88.2184630704,,
2013-12-03 03:45:00,89.7298597,88.265384942,,
2013-12-03 03:50:00,90.22009915,88.2678608318,,
2013-12-03 03:55:00,89.44223536,88.27393501,,
2013-12-03 04:00:00,90.50690649,88.25510744200001,,
2013-12-03 04:05:00,90.89985471,88.23871344000001,,
2013-12-03 04:10:00,89.52273909,88.19033114400001,,
2013-12-03 04:15:00,90.79023919,88.1447626576,,
2013-12-03 04:20:00,91.52798129,88.111308393,,
2013-12-03 04:25:00,90.30234442,88.07440309760001,,
2013-12-03 04:30:00,91.69464161,88.0200681498,,
2013-12-03 04:35:00,90.61223839,87.97442647079998,,
2013-12-03 04:40:00,91.35611449,87.88489387559999,,
2013-12-03 04:45:00,91.1192753,87.78834099699999,,
2013-12-03 04:50:00,92.2779806,87.7111141896,,
2013-12-03 04:55:00,91.93466396,87.6327642016,,
2013-12-03 05:00:00,91.26341409,87.5655358056,,
2013-12-03 05:05:00,91.03317052,87.49273766259999,,
2013-12-03 05:10:00,90.54178741,87.35901422020001,,
2013-12-03 05:15:00,89.31712427,87.23039544439999,,
2013-12-03 05:20:00,88.60863427,87.1387494876,,
2013-12-03 05:25:00,88.00860982,87.00909745739999,,
2013-12-03 05:30:00,87.98743420000002,86.8673109402,,
2013-12-03 05:35:00,87.62276247,86.6848599304,,
2013-12-03 05:40:00,86.35545122,86.55269989240001,,
2013-12-03 05:45:00,86.69530437,86.409163152,,
2013-12-03 05:50:00,84.67963832,86.3065321038,,
2013-12-03 05:55:00,84.07484551,86.1583254906,,
2013-12-03 06:00:00,84.35696223,86.03407068319999,,
2013-12-03 06:05:00,84.58044581,85.92825262060002,,
2013-12-03 06:10:00,82.68818775,85.82662391340001,,
