timestamp,value,yhat,upper,lower
2013-12-03 01:25:00,84.67196172,83.92593,88.137436,79.71442
2013-12-03 01:30:00,85.30276155,84.05735,88.26886,79.84584
2013-12-03 01:35:00,84.34921079,84.21354,88.42505,80.00203
2013-12-03 01:40:00,84.55584383,84.275955,88.487465,80.064445
2013-12-03 01:45:00,83.77113659999998,84.33527,88.54678,80.123764
2013-12-03 01:50:00,85.29834063,84.30929,88.5208,80.09778
2013-12-03 01:55:00,85.40014591,84.36835,88.57986,80.15684
2013-12-03 02:00:00,85.10730255,84.50569,88.7172,80.29418
2013-12-03 02:05:00,84.97405668,84.62168,88.83319,80.41017
2013-12-03 02:10:00,85.43784202,84.70401,88.91552,80.4925
2013-12-03 02:15:00,84.83484013,84.7887,89.000206,80.57719
2013-12-03 02:20:00,84.94715827,84.83786,89.04937,80.62635
2013-12-03 02:25:00,86.16861901,84.84062,89.05213,80.62911
2013-12-03 02:30:00,86.37621858,84.94016,89.15167,80.72865
2013-12-03 02:35:00,86.3421685,85.11997,89.33148,80.90846
2013-12-03 02:40:00,86.61918376,85.29892,89.51043,81.08741
2013-12-03 02:45:00,86.30151068,85.49139,89.702896,81.27988
2013-12-03 02:50:00,86.57173751,85.65872,89.87023,81.44721
2013-12-03 02:55:00,86.48675455,85.818726,90.030235,81.607216
2013-12-03 03:00:00,87.52018696,85.96032,90.17183,81.74881
2013-12-03 03:05:00,87.00908412,86.14941,90.360916,81.9379
2013-12-03 03:10:00,86.96641259,86.33183,90.54334,82.12032
2013-12-03 03:15:00,88.62366147,86.47309,90.6846,82.26158
2013-12-03 03:20:00,88.59942914,86.71927,90.93078,82.50776
2013-12-03 03:25:00,89.44293245,87.00782,91.21933,82.79631
2013-12-03 03:30:00,87.98565262,87.36904,91.58055,83.15753
2013-12-03 03:35:00,89.75558903,87.60543,91.81694,83.39392
2013-12-03 03:40:00,88.80257312,87.90558,92.11709,83.69407
2013-12-03 03:45:00,89.7298597,88.15721,92.36872,83.9457
2013-12-03 03:50:00,90.22009915,88.4079,92.61941,84.19639
2013-12-03 03:55:00,89.44223536,88.705925,92.917435,84.494415
2013-12-03 04:00:00,90.50690649,88.91433,93.12584,84.70282
2013-12-03 04:05:00,90.89985471,89.15208,93.36359,84.94057
2013-12-03 04:10:00,89.52273909,89.41149,93.623,85.19998
2013-12-03 04:15:00,90.79023919,89.55512,93.76663,85.34361
2013-12-03 04:20:00,91.52798129,89.7329,93.94441,85.52139
2013-12-03 04:25:00,90.30234442,89.968315,94.179825,85.756805
2013-12-03 04:30:00,91.69464161,90.11983,94.33134,85.90832
2013-12-03 04:35:00,90.61223839,90.3083,94.519806,86.09679
2013-12-03 04:40:00,91.35611449,90.43307,94.64458,86.22156
2013-12-03 04:45:00,91.1192753,90.57125,94.78276,86.35974
2013-12-03 04:50:00,92.2779806,90.6873,94.89881,86.47579
2013-12-03 04:55:00,91.93466396,90.85258,95.06409,86.64107
2013-12-03 05:00:00,91.26341409,91.012886,95.224396,86.80138
2013-12-03 05:05:00,91.03317052,91.11519,95.3267,86.90368
2013-12-03 05:10:00,90.54178741,91.1717,95.38321,86.96019
2013-12-03 05:15:00,89.31712427,91.168076,95.379585,86.956566
2013-12-03 05:20:00,88.60863427,91.06206,95.27357,86.85055
2013-12-03 05:25:00,88.00860982,90.86946,95.08097,86.65795
2013-12-03 05:30:00,87.98743420000002,90.61179,94.8233,86.40028
2013-12-03 05:35:00,87.62276247,90.32885,94.54036,86.11734
2013-12-03 05:40:00,86.35545122,90.0226,94.23411,85.81109
2013-12-03 05:45:00,86.69530437,89.64537,93.85688,85.43386
2013-12-03 05:50:00,84.67963832,89.259224,93.47073,85.047714
2013-12-03 05:55:00,84.07484551,88.769394,92.9809,84.557884
2013-12-03 06:00:00,84.35696223,88.19702,92.40853,83.98551
2013-12-03 06:05:00,84.58044581,87.60629,91.8178,83.39478
2013-12-03 06:10:00,82.68818775,87.030075,91.241585,82.818565
2013-12-03 06:15:00,82.69563236,86.35226,90.56377,82.14075
2013-12-03 06:20:00,83.76512879,85.62015,89.83166,81.40864
2013-12-03 06:25:00,82.98957536,84.9582,89.16971,80.74669
2013-12-03 06:30:00,82.23041088,84.31255,88.52406,80.10104
2013-12-03 06:35:00,83.88653506,83.646935,87.858444,79.435425
2013-12-03 06:40:00,81.89958882,83.16997,87.38148,78.95846
2013-12-03 06:45:00,81.51452457,82.6764,86.88791,78.46489
2013-12-03 06:50:00,82.75784339,82.17655,86.38806,77.96504
2013-12-03 06:55:00,82.38401128,81.863235,86.074745,77.651726
2013-12-03 07:00:00,83.21031771,81.66161,85.87312,77.4501
2013-12-03 07:05:00,82.8468474,81.65488,85.86639,77.44337
2013-12-03 07:10:00,80.83401484,81.73604,85.94755,77.52453
2013-12-03 07:15:00,80.57814533,81.67715,85.88866,77.46564
2013-12-03 07:20:00,82.38411475,81.51915,85.73066,77.30764
2013-12-03 07:25:00,82.14105996,81.55665,85.76816,77.34514
2013-12-03 07:30:00,81.51010328,81.71285,85.92436,77.50134
2013-12-03 07:35:00,80.32038196,81.84037,86.05188,77.62886
2013-12-03 07:40:00,81.37765072,81.833755,86.045265,77.622246
2013-12-03 07:45:00,82.57875201,81.86853,86.08004,77.65702
2013-12-03 07:50:00,83.67102071,82.08892,86.30043,77.87741
2013-12-03 07:55:00,82.31952904,82.48177,86.69328,78.27026
2013-12-03 08:00:00,84.00735878,82.77736,86.98887,78.56585
2013-12-03 08:05:00,84.15133223,83.17726,87.38877,78.96575
2013-12-03 08:10:00,85.42547113,83.58811,87.79962,79.3766
2013-12-03 08:15:00,86.54847695,84.08974,88.30125,79.87823
2013-12-03 08:20:00,87.29964034,84.68521,88.89672,80.4737
2013-12-03 08:25:00,86.08152742,85.31825,89.52976,81.10674
2013-12-03 08:30:00,85.88428549,85.77531,89.98682,81.5638
2013-12-03 08:35:00,85.56048471,86.083984,90.295494,81.872475
2013-12-03 08:40:00,85.13496309,86.246025,90.457535,82.034515
2013-12-03 08:45:00,86.6109496,86.28046,90.49197,82.06895
2013-12-03 08:50:00,86.15758118,86.371735,90.583244,82.160225
2013-12-03 08:55:00,85.23120601,86.424706,90.636215,82.213196
